1,13
2,13
3,13
4,13
5,13
6,13
7,13
8,13
9,13
10,13
11,6
12,6
13,6
14,6
15,6
16,6
17,6
18,6
19,6
20,6
21,7
22,7
23,7
24,7
25,7
26,7
27,7
28,7
29,7
30,7
31,14
32,14
33,14
34,14
35,14
36,14
37,14
38,14
39,14
40,14
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,9
52,9
53,9
54,9
55,9
56,9
57,9
58,9
59,9
60,9
61,3
62,3
63,3
64,3
65,3
66,3
67,3
68,3
69,3
70,3
71,11
72,11
73,11
74,11
75,11
76,11
77,11
78,11
79,11
80,11
81,2
82,2
83,2
84,2
85,2
86,2
87,2
88,2
89,2
90,2
91,15
92,15
93,15
94,15
95,15
96,15
97,15
98,15
99,15
100,15
101,8
102,8
103,8
104,8
105,8
106,8
107,8
108,8
109,8
110,8
111,5
112,5
113,5
114,5
115,5
116,5
117,5
118,5
119,5
120,5
121,12
122,12
123,12
124,12
125,12
126,12
127,12
128,12
129,12
130,12
131,4
132,4
133,4
134,4
135,4
136,4
137,4
138,4
139,4
140,4
141,10
142,10
143,10
144,10
145,10
146,10
147,10
148,10
149,10
150,10
